gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000165392	WRN	WRN RecQ like helicase	8p12	protein_coding	20	609	3.28	263	16405	1.60	666	77	11.56	284	42.64	22	Cancer Gene Census
ENSG00000168036	CTNNB1	catenin beta 1	3p22.1	protein_coding	20	609	3.28	547	16405	3.33	666	42	6.31	231	34.68	16	Cancer Gene Census
ENSG00000171456	ASXL1	ASXL transcriptional regulator 1	20q11.21	protein_coding	20	609	3.28	403	16405	2.46	666	245	36.79	45	6.76	22	Cancer Gene Census
ENSG00000257923	CUX1	cut like homeobox 1	7q22.1	protein_coding	20	609	3.28	489	16405	2.98	666	249	37.39	64	9.61	22	Cancer Gene Census
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	10p12.31	protein_coding	19	609	3.12	237	16405	1.44	666	168	25.23	91	13.66	19	Cancer Gene Census
ENSG00000082805	ERC1	ELKS/RAB6-interacting/CAST family member 1	12p13.33	protein_coding	19	609	3.12	228	16405	1.39	666	169	25.38	108	16.22	19	Cancer Gene Census
ENSG00000083168	KAT6A	lysine acetyltransferase 6A	8p11.21	protein_coding	19	609	3.12	415	16405	2.53	666	182	27.33	150	22.52	19	Cancer Gene Census
ENSG00000111642	CHD4	chromodomain helicase DNA binding protein 4	12p13.31	protein_coding	19	609	3.12	552	16405	3.36	666	162	24.32	121	18.17	21	Cancer Gene Census
ENSG00000116731	PRDM2	PR/SET domain 2	1p36.21	protein_coding	19	609	3.12	333	16405	2.03	666	136	20.42	127	19.07	20	Cancer Gene Census
ENSG00000128513	POT1	protection of telomeres 1	7q31.33	protein_coding	19	609	3.12	207	16405	1.26	666	240	36.04	75	11.26	22	Cancer Gene Census
ENSG00000140464	PML	PML nuclear body scaffold	15q24.1	protein_coding	19	609	3.12	261	16405	1.59	666	62	9.31	207	31.08	19	Cancer Gene Census
ENSG00000141367	CLTC	clathrin heavy chain	17q23.1	protein_coding	19	609	3.12	301	16405	1.83	666	262	39.34	30	4.50	20	Cancer Gene Census
ENSG00000148584	A1CF	APOBEC1 complementation factor	10q11.23	protein_coding	19	609	3.12	259	16405	1.58	666	128	19.22	117	17.57	20	Cancer Gene Census
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	4p15.2	protein_coding	19	609	3.12	255	16405	1.55	666	118	17.72	124	18.62	20	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	19	609	3.12	225	16405	1.37	666	444	66.67	10	1.50	19	Cancer Gene Census
ENSG00000167258	CDK12	cyclin dependent kinase 12	17q12	protein_coding	19	609	3.12	371	16405	2.26	666	236	35.44	39	5.86	20	Cancer Gene Census
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	19	609	3.12	292	16405	1.78	666	75	11.26	199	29.88	21	Cancer Gene Census
ENSG00000073614	KDM5A	lysine demethylase 5A	12p13.33	protein_coding	18	609	2.96	358	16405	2.18	666	173	25.98	106	15.92	19	Cancer Gene Census
ENSG00000103197	TSC2	TSC complex subunit 2	16p13.3	protein_coding	18	609	2.96	387	16405	2.36	666	172	25.83	115	17.27	20	Cancer Gene Census
ENSG00000137497	NUMA1	nuclear mitotic apparatus protein 1	11q13.4	protein_coding	18	609	2.96	358	16405	2.18	666	191	28.68	65	9.76	18	Cancer Gene Census
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	18	609	2.96	353	16405	2.15	666	237	35.59	37	5.56	16	Cancer Gene Census
ENSG00000156650	KAT6B	lysine acetyltransferase 6B	10q22.2	protein_coding	18	609	2.96	348	16405	2.12	666	120	18.02	133	19.97	18	Cancer Gene Census
ENSG00000169083	AR	androgen receptor	Xq12	protein_coding	18	609	2.96	339	16405	2.07	666	0	0.00	0	0.00	19	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	18	609	2.96	198	16405	1.21	666	161	24.17	136	20.42	15	Cancer Gene Census
ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	22q11.23	protein_coding	18	609	2.96	273	16405	1.66	666	94	14.11	171	25.68	19	Cancer Gene Census
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	protein_coding	18	609	2.96	283	16405	1.73	666	238	35.74	71	10.66	21	Cancer Gene Census
ENSG00000204843	DCTN1	dynactin subunit 1	2p13.1	protein_coding	18	609	2.96	275	16405	1.68	666	188	28.23	37	5.56	20	Cancer Gene Census
ENSG00000083093	PALB2	partner and localizer of BRCA2	16p12.2	protein_coding	17	609	2.79	233	16405	1.42	666	178	26.73	76	11.41	18	Cancer Gene Census
ENSG00000105639	JAK3	Janus kinase 3	19p13.11	protein_coding	17	609	2.79	280	16405	1.71	666	64	9.61	233	34.98	17	Cancer Gene Census
ENSG00000107485	GATA3	GATA binding protein 3	10p14	protein_coding	17	609	2.79	386	16405	2.35	666	156	23.42	109	16.37	18	Cancer Gene Census
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	17q21.33	protein_coding	17	609	2.79	383	16405	2.33	666	262	39.34	25	3.75	17	Cancer Gene Census
ENSG00000127946	HIP1	huntingtin interacting protein 1	7q11.23	protein_coding	17	609	2.79	227	16405	1.38	666	239	35.89	71	10.66	20	Cancer Gene Census
ENSG00000163520	FBLN2	fibulin 2	3p25.1	protein_coding	17	609	2.79	281	16405	1.71	666	47	7.06	237	35.59	17	Cancer Gene Census
ENSG00000186174	BCL9L	BCL9 like	11q23.3	protein_coding	17	609	2.79	347	16405	2.12	666	148	22.22	122	18.32	16	Cancer Gene Census
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	6q23.3	protein_coding	16	609	2.63	240	16405	1.46	666	68	10.21	258	38.74	16	Cancer Gene Census
ENSG00000054118	THRAP3	thyroid hormone receptor associated protein 3	1p34.3	protein_coding	16	609	2.63	230	16405	1.40	666	146	21.92	84	12.61	16	Cancer Gene Census
ENSG00000073282	TP63	tumor protein p63	3q28	protein_coding	16	609	2.63	401	16405	2.44	666	164	24.62	138	20.72	16	Cancer Gene Census
ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	3q27.2	protein_coding	16	609	2.63	184	16405	1.12	666	166	24.92	132	19.82	16	Cancer Gene Census
ENSG00000091483	FH	fumarate hydratase	1q43	protein_coding	16	609	2.63	129	16405	0.79	666	406	60.96	18	2.70	17	Cancer Gene Census
ENSG00000096968	JAK2	Janus kinase 2	9p24.1	protein_coding	16	609	2.63	291	16405	1.77	666	73	10.96	280	42.04	16	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	16	609	2.63	316	16405	1.93	666	108	16.22	266	39.94	16	Cancer Gene Census
ENSG00000109685	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	protein_coding	16	609	2.63	387	16405	2.36	666	110	16.52	131	19.67	16	Cancer Gene Census
ENSG00000116128	BCL9	BCL9 transcription coactivator	1q21.2	protein_coding	16	609	2.63	338	16405	2.06	666	446	66.97	11	1.65	16	Cancer Gene Census
ENSG00000116132	PRRX1	paired related homeobox 1	1q24.2	protein_coding	16	609	2.63	163	16405	0.99	666	435	65.32	9	1.35	16	Cancer Gene Census
ENSG00000119397	CNTRL	centriolin	9q33.2	protein_coding	16	609	2.63	351	16405	2.14	666	81	12.16	184	27.63	17	Cancer Gene Census
ENSG00000131023	LATS1	large tumor suppressor kinase 1	6q25.1	protein_coding	16	609	2.63	285	16405	1.74	666	59	8.86	267	40.09	18	Cancer Gene Census
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	4q25	protein_coding	16	609	2.63	132	16405	0.80	666	69	10.36	150	22.52	17	Cancer Gene Census
ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1	19p13.3	protein_coding	16	609	2.63	277	16405	1.69	666	35	5.26	281	42.19	16	Cancer Gene Census
ENSG00000143970	ASXL2	ASXL transcriptional regulator 2	2p23.3	protein_coding	16	609	2.63	343	16405	2.09	666	183	27.48	46	6.91	16	Cancer Gene Census
ENSG00000144218	AFF3	AF4/FMR2 family member 3	2q11.2	protein_coding	16	609	2.63	440	16405	2.68	666	197	29.58	25	3.75	16	Cancer Gene Census
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	7q34	protein_coding	16	609	2.63	150	16405	0.91	666	244	36.64	62	9.31	19	Cancer Gene Census
ENSG00000160867	FGFR4	fibroblast growth factor receptor 4	5q35.2	protein_coding	16	609	2.63	234	16405	1.43	666	142	21.32	145	21.77	17	Cancer Gene Census
ENSG00000162434	JAK1	Janus kinase 1	1p31.3	protein_coding	16	609	2.63	371	16405	2.26	666	139	20.87	117	17.57	16	Cancer Gene Census
ENSG00000164330	EBF1	EBF transcription factor 1	5q33.3	protein_coding	16	609	2.63	267	16405	1.63	666	127	19.07	151	22.67	16	Cancer Gene Census
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	protein_coding	16	609	2.63	215	16405	1.31	666	87	13.06	188	28.23	16	Cancer Gene Census
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	16	609	2.63	271	16405	1.65	666	77	11.56	136	20.42	16	Cancer Gene Census
ENSG00000275023	MLLT6	MLLT6, PHD finger containing	17q12	protein_coding	16	609	2.63	212	16405	1.29	666	234	35.14	36	5.41	16	Cancer Gene Census
ENSG00000048471	SNX29	sorting nexin 29	16p13.13, 16p13.12	protein_coding	15	609	2.46	219	16405	1.33	666	198	29.73	78	11.71	15	Cancer Gene Census
ENSG00000065361	ERBB3	erb-b2 receptor tyrosine kinase 3	12q13.2	protein_coding	15	609	2.46	380	16405	2.32	666	177	26.58	67	10.06	15	Cancer Gene Census
ENSG00000091831	ESR1	estrogen receptor 1	6q25.1, 6q25.2	protein_coding	15	609	2.46	226	16405	1.38	666	58	8.71	263	39.49	15	Cancer Gene Census
ENSG00000109670	FBXW7	F-box and WD repeat domain containing 7	4q31.3	protein_coding	15	609	2.46	657	16405	4.00	666	74	11.11	141	21.17	16	Cancer Gene Census
ENSG00000114861	FOXP1	forkhead box P1	3p13	protein_coding	15	609	2.46	280	16405	1.71	666	55	8.26	205	30.78	15	Cancer Gene Census
ENSG00000116016	EPAS1	endothelial PAS domain protein 1	2p21	protein_coding	15	609	2.46	212	16405	1.29	666	190	28.53	37	5.56	19	Cancer Gene Census
ENSG00000122512	PMS2	PMS1 homolog 2, mismatch repair system component	7p22.1	protein_coding	15	609	2.46	222	16405	1.35	666	330	49.55	40	6.01	16	Cancer Gene Census
ENSG00000126777	KTN1	kinectin 1	14q22.3	protein_coding	15	609	2.46	212	16405	1.29	666	170	25.53	106	15.92	15	Cancer Gene Census
ENSG00000130396	AFDN	afadin, adherens junction formation factor	6q27	protein_coding	15	609	2.46	416	16405	2.54	666	56	8.41	270	40.54	15	Cancer Gene Census
ENSG00000138376	BARD1	BRCA1 associated RING domain 1	2q35	protein_coding	15	609	2.46	193	16405	1.18	666	157	23.57	54	8.11	15	Cancer Gene Census
ENSG00000138448	ITGAV	integrin subunit alpha V	2q32.1	protein_coding	15	609	2.46	260	16405	1.58	666	182	27.33	32	4.80	16	Cancer Gene Census
ENSG00000150457	LATS2	large tumor suppressor kinase 2	13q12.11	protein_coding	15	609	2.46	258	16405	1.57	666	48	7.21	269	40.39	15	Cancer Gene Census
ENSG00000162775	RBM15	RNA binding motif protein 15	1p13.3	protein_coding	15	609	2.46	220	16405	1.34	666	106	15.92	180	27.03	17	Cancer Gene Census
ENSG00000007237	GAS7	growth arrest specific 7	17p13.1	protein_coding	14	609	2.30	162	16405	0.99	666	38	5.71	297	44.59	15	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	14	609	2.30	201	16405	1.23	666	126	18.92	129	19.37	14	Cancer Gene Census
ENSG00000064933	PMS1	PMS1 homolog 1, mismatch repair system component	2q32.2	protein_coding	14	609	2.30	183	16405	1.12	666	181	27.18	35	5.26	14	Cancer Gene Census
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3q27.2	protein_coding	14	609	2.30	250	16405	1.52	666	168	25.23	133	19.97	14	Cancer Gene Census
ENSG00000078674	PCM1	pericentriolar material 1	8p22	protein_coding	14	609	2.30	230	16405	1.40	666	89	13.36	281	42.19	14	Cancer Gene Census
ENSG00000085276	MECOM	MDS1 and EVI1 complex locus	3q26.2	protein_coding	14	609	2.30	443	16405	2.70	666	196	29.43	98	14.71	15	Cancer Gene Census
ENSG00000095002	MSH2	mutS homolog 2	2p21, 2p16.3	protein_coding	14	609	2.30	206	16405	1.26	666	183	27.48	38	5.71	16	Cancer Gene Census
ENSG00000100393	EP300	E1A binding protein p300	22q13.2	protein_coding	14	609	2.30	566	16405	3.45	666	75	11.26	202	30.33	14	Cancer Gene Census
ENSG00000100815	TRIP11	thyroid hormone receptor interactor 11	14q32.12	protein_coding	14	609	2.30	315	16405	1.92	666	146	21.92	133	19.97	15	Cancer Gene Census
ENSG00000104320	NBN	nibrin	8q21.3	protein_coding	14	609	2.30	191	16405	1.16	666	312	46.85	41	6.16	16	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	14	609	2.30	288	16405	1.76	666	100	15.02	164	24.62	14	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	14	609	2.30	87	16405	0.53	666	329	49.40	33	4.95	15	Cancer Gene Census
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	protein_coding	14	609	2.30	225	16405	1.37	666	145	21.77	133	19.97	14	Cancer Gene Census
ENSG00000113360	DROSHA	drosha ribonuclease III	5p13.3	protein_coding	14	609	2.30	280	16405	1.71	666	393	59.01	18	2.70	16	Cancer Gene Census
ENSG00000113594	LIFR	LIF receptor subunit alpha	5p13.1	protein_coding	14	609	2.30	330	16405	2.01	666	391	58.71	17	2.55	14	Cancer Gene Census
ENSG00000114423	CBLB	Cbl proto-oncogene B	3q13.11	protein_coding	14	609	2.30	270	16405	1.65	666	138	20.72	135	20.27	14	Cancer Gene Census
ENSG00000120457	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	11q24.3	protein_coding	14	609	2.30	160	16405	0.98	666	158	23.72	132	19.82	15	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	14	609	2.30	198	16405	1.21	666	240	36.04	68	10.21	15	Cancer Gene Census
ENSG00000130844	ZNF331	zinc finger protein 331	19q13.42	protein_coding	14	609	2.30	207	16405	1.26	666	106	15.92	166	24.92	14	Cancer Gene Census
ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	3p25.2	protein_coding	14	609	2.30	161	16405	0.98	666	45	6.76	231	34.68	14	Cancer Gene Census
ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit	15q26.1	protein_coding	14	609	2.30	226	16405	1.38	666	76	11.41	188	28.23	17	Cancer Gene Census
ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	3q27.3, 3q28	protein_coding	14	609	2.30	210	16405	1.28	666	166	24.92	139	20.87	14	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	14	609	2.30	95	16405	0.58	666	98	14.71	166	24.92	14	Cancer Gene Census
ENSG00000168172	HOOK3	hook microtubule tethering protein 3	8p11.21	protein_coding	14	609	2.30	158	16405	0.96	666	195	29.28	140	21.02	15	Cancer Gene Census
ENSG00000178105	DDX10	DEAD-box helicase 10	11q22.3	protein_coding	14	609	2.30	173	16405	1.05	666	147	22.07	130	19.52	14	Cancer Gene Census
ENSG00000286522	H3C2	H3 clustered histone 2	6p22.2	protein_coding	14	609	2.30	137	16405	0.84	666	229	34.38	70	10.51	13	Cancer Gene Census
ENSG00000066468	FGFR2	fibroblast growth factor receptor 2	10q26.13	protein_coding	13	609	2.13	375	16405	2.29	666	109	16.37	148	22.22	13	Cancer Gene Census
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	protein_coding	13	609	2.13	95	16405	0.58	666	445	66.82	10	1.50	13	Cancer Gene Census
ENSG00000077782	FGFR1	fibroblast growth factor receptor 1	8p11.23	protein_coding	13	609	2.13	232	16405	1.41	666	149	22.37	206	30.93	13	Cancer Gene Census
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	9q34.12	protein_coding	13	609	2.13	260	16405	1.58	666	74	11.11	194	29.13	15	Cancer Gene Census
ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	20p11.23	protein_coding	13	609	2.13	200	16405	1.22	666	214	32.13	113	16.97	13	Cancer Gene Census
ENSG00000102145	GATA1	GATA binding protein 1	Xp11.23	protein_coding	13	609	2.13	124	16405	0.76	666	0	0.00	0	0.00	13	Cancer Gene Census
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	8p11.21	protein_coding	13	609	2.13	214	16405	1.30	666	190	28.53	147	22.07	13	Cancer Gene Census
ENSG00000107929	LARP4B	La ribonucleoprotein 4B	10p15.3	protein_coding	13	609	2.13	268	16405	1.63	666	158	23.72	124	18.62	14	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	13	609	2.13	137	16405	0.84	666	122	18.32	109	16.37	13	Cancer Gene Census
ENSG00000110841	PPFIBP1	PPFIA binding protein 1	12p11.23, 12p11.22	protein_coding	13	609	2.13	191	16405	1.16	666	197	29.58	85	12.76	13	Cancer Gene Census
ENSG00000113916	BCL6	BCL6 transcription repressor	3q27.3	protein_coding	13	609	2.13	219	16405	1.33	666	166	24.92	138	20.72	14	Cancer Gene Census
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	1p34.3	protein_coding	13	609	2.13	242	16405	1.48	666	144	21.62	83	12.46	13	Cancer Gene Census
ENSG00000135903	PAX3	paired box 3	2q36.1	protein_coding	13	609	2.13	232	16405	1.41	666	153	22.97	59	8.86	13	Cancer Gene Census
ENSG00000137812	KNL1	kinetochore scaffold 1	15q15.1	protein_coding	13	609	2.13	332	16405	2.02	666	40	6.01	273	40.99	13	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	13	609	2.13	113	16405	0.69	666	56	8.41	252	37.84	15	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	13	609	2.13	178	16405	1.09	666	41	6.16	260	39.04	13	Cancer Gene Census
ENSG00000171862	PTEN	phosphatase and tensin homolog	10q23.31	protein_coding	13	609	2.13	1230	16405	7.50	666	113	16.97	137	20.57	14	Cancer Gene Census
ENSG00000172175	MALT1	MALT1 paracaspase	18q21.32	protein_coding	13	609	2.13	142	16405	0.87	666	68	10.21	251	37.69	13	Cancer Gene Census
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B	17q21.2	protein_coding	13	609	2.13	206	16405	1.26	666	226	33.93	43	6.46	13	Cancer Gene Census
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase	1p35.2	protein_coding	13	609	2.13	167	16405	1.02	666	141	21.17	93	13.96	13	Cancer Gene Census
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	Xp11.22	protein_coding	12	609	1.97	266	16405	1.62	666	0	0.00	0	0.00	12	Cancer Gene Census
ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	1p36.13	protein_coding	12	609	1.97	275	16405	1.68	666	126	18.92	124	18.62	12	Cancer Gene Census
ENSG00000079432	CIC	capicua transcriptional repressor	19q13.2	protein_coding	12	609	1.97	462	16405	2.82	666	123	18.47	122	18.32	12	Cancer Gene Census
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase	16q12.1	protein_coding	12	609	1.97	241	16405	1.47	666	146	21.92	129	19.37	13	Cancer Gene Census
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	19q13.2	protein_coding	12	609	1.97	167	16405	1.02	666	150	22.52	113	16.97	14	Cancer Gene Census
ENSG00000110844	PRPF40B	pre-mRNA processing factor 40 homolog B	12q13.12	protein_coding	12	609	1.97	200	16405	1.22	666	160	24.02	85	12.76	13	Cancer Gene Census
ENSG00000115808	STRN	striatin	2p22.2	protein_coding	12	609	1.97	159	16405	0.97	666	192	28.83	41	6.16	12	Cancer Gene Census
ENSG00000118007	STAG1	stromal antigen 1	3q22.3	protein_coding	12	609	1.97	297	16405	1.81	666	148	22.22	115	17.27	13	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	12	609	1.97	162	16405	0.99	666	64	9.61	202	30.33	12	Cancer Gene Census
ENSG00000125952	MAX	MYC associated factor X	14q23.3	protein_coding	12	609	1.97	141	16405	0.86	666	149	22.37	130	19.52	13	Cancer Gene Census
ENSG00000128191	DGCR8	DGCR8 microprocessor complex subunit	22q11.21	protein_coding	12	609	1.97	181	16405	1.10	666	112	16.82	159	23.87	12	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	12	609	1.97	120	16405	0.73	666	38	5.71	266	39.94	12	Cancer Gene Census
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	16q24.3	protein_coding	12	609	1.97	166	16405	1.01	666	102	15.32	210	31.53	12	Cancer Gene Census
ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1	12q24.31	protein_coding	12	609	1.97	266	16405	1.62	666	135	20.27	125	18.77	12	Cancer Gene Census
ENSG00000135605	TEC	transient erythroblastopenia of childhood	4p12, 4p11	protein_coding	12	609	1.97	146	16405	0.89	666	145	21.77	100	15.02	12	Cancer Gene Census
ENSG00000136167	LCP1	lymphocyte cytosolic protein 1	13q14.13	protein_coding	12	609	1.97	160	16405	0.98	666	62	9.31	253	37.99	12	Cancer Gene Census
ENSG00000138592	USP8	ubiquitin specific peptidase 8	15q21.2	protein_coding	12	609	1.97	199	16405	1.21	666	50	7.51	232	34.83	13	Cancer Gene Census
ENSG00000143379	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	1q21.3	protein_coding	12	609	1.97	296	16405	1.80	666	463	69.52	10	1.50	13	Cancer Gene Census
ENSG00000147257	GPC3	glypican 3	Xq26.2	protein_coding	12	609	1.97	157	16405	0.96	666	0	0.00	0	0.00	12	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	12	609	1.97	168	16405	1.02	666	164	24.62	109	16.37	13	Cancer Gene Census
ENSG00000168769	TET2	tet methylcytosine dioxygenase 2	4q24	protein_coding	12	609	1.97	334	16405	2.04	666	68	10.21	152	22.82	12	Cancer Gene Census
ENSG00000175595	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	16p13.12	protein_coding	12	609	1.97	197	16405	1.20	666	192	28.83	80	12.01	13	Cancer Gene Census
ENSG00000179094	PER1	period circadian regulator 1	17p13.1	protein_coding	12	609	1.97	242	16405	1.48	666	38	5.71	293	43.99	12	Cancer Gene Census
ENSG00000183742	MACC1	MET transcriptional regulator MACC1	7p21.1	protein_coding	12	609	1.97	234	16405	1.43	666	329	49.40	34	5.11	12	Cancer Gene Census
ENSG00000184481	FOXO4	forkhead box O4	Xq13.1	protein_coding	12	609	1.97	147	16405	0.90	666	0	0.00	0	0.00	13	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	12	609	1.97	250	16405	1.52	666	84	12.61	222	33.33	15	Cancer Gene Census
ENSG00000203734	ECT2L	epithelial cell transforming 2 like	6q24.1	protein_coding	12	609	1.97	192	16405	1.17	666	67	10.06	254	38.14	12	Cancer Gene Census
ENSG00000015285	WAS	WASP actin nucleation promoting factor	Xp11.23	protein_coding	11	609	1.81	149	16405	0.91	666	0	0.00	0	0.00	11	Cancer Gene Census
ENSG00000036257	CUL3	cullin 3	2q36.2	protein_coding	11	609	1.81	250	16405	1.52	666	152	22.82	66	9.91	11	Cancer Gene Census
ENSG00000049540	ELN	elastin	7q11.23	protein_coding	11	609	1.81	238	16405	1.45	666	238	35.74	72	10.81	13	Cancer Gene Census
ENSG00000057657	PRDM1	PR/SET domain 1	6q21	protein_coding	11	609	1.81	272	16405	1.66	666	52	7.81	287	43.09	11	Cancer Gene Census
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	8q23.1	protein_coding	11	609	1.81	148	16405	0.90	666	335	50.30	31	4.65	11	Cancer Gene Census
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7q36.1	protein_coding	11	609	1.81	222	16405	1.35	666	245	36.79	62	9.31	11	Cancer Gene Census
ENSG00000121289	CEP89	centrosomal protein 89	19q13.11	protein_coding	11	609	1.81	178	16405	1.09	666	186	27.93	102	15.32	12	Cancer Gene Census
ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2	13q12.11	protein_coding	11	609	1.81	287	16405	1.75	666	50	7.51	266	39.94	12	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	11	609	1.81	167	16405	1.02	666	330	49.55	33	4.95	11	Cancer Gene Census
ENSG00000122779	TRIM24	tripartite motif containing 24	7q33, 7q34	protein_coding	11	609	1.81	235	16405	1.43	666	242	36.34	65	9.76	11	Cancer Gene Census
ENSG00000125354	SEPTIN6	septin 6	Xq24	protein_coding	11	609	1.81	160	16405	0.98	666	0	0.00	0	0.00	12	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	11	609	1.81	95	16405	0.58	666	185	27.78	28	4.20	11	Cancer Gene Census
ENSG00000138698	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	4q23	protein_coding	11	609	1.81	134	16405	0.82	666	67	10.06	141	21.17	14	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	11	609	1.81	233	16405	1.42	666	148	22.22	130	19.52	11	Cancer Gene Census
ENSG00000140262	TCF12	transcription factor 12	15q21.3	protein_coding	11	609	1.81	191	16405	1.16	666	52	7.81	227	34.08	11	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	11	609	1.81	153	16405	0.93	666	143	21.47	74	11.11	13	Cancer Gene Census
ENSG00000145216	FIP1L1	factor interacting with PAPOLA and CPSF1	4q12	protein_coding	11	609	1.81	151	16405	0.92	666	120	18.02	93	13.96	11	Cancer Gene Census
ENSG00000154803	FLCN	folliculin	17p11.2	protein_coding	11	609	1.81	166	16405	1.01	666	55	8.26	262	39.34	11	Cancer Gene Census
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15.1	protein_coding	11	609	1.81	169	16405	1.03	666	37	5.56	266	39.94	11	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	11	609	1.81	109	16405	0.66	666	143	21.47	91	13.66	11	Cancer Gene Census
ENSG00000164362	TERT	telomerase reverse transcriptase	5p15.33	protein_coding	11	609	1.81	254	16405	1.55	666	406	60.96	21	3.15	12	Cancer Gene Census
