gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	69	2116	3.26	292	16405	1.78	2094	168	8.02	415	19.82	80	Cancer Gene Census
ENSG00000182162	P2RY8	P2Y receptor family member 8	Xp22.33	protein_coding	69	2116	3.26	227	16405	1.38	2094	0	0.00	0	0.00	68	Cancer Gene Census
ENSG00000185811	IKZF1	IKAROS family zinc finger 1	7p12.2	protein_coding	69	2116	3.26	336	16405	2.05	2094	737	35.20	70	3.34	71	Cancer Gene Census
ENSG00000136492	BRIP1	BRCA1 interacting protein C-terminal helicase 1	17q23.2	protein_coding	68	2116	3.21	274	16405	1.67	2094	471	22.49	118	5.64	77	Cancer Gene Census
ENSG00000079432	CIC	capicua transcriptional repressor	19q13.2	protein_coding	67	2116	3.17	462	16405	2.82	2094	277	13.23	254	12.13	74	Cancer Gene Census
ENSG00000100503	NIN	ninein	14q22.1	protein_coding	67	2116	3.17	384	16405	2.34	2094	341	16.28	306	14.61	78	Cancer Gene Census
ENSG00000137497	NUMA1	nuclear mitotic apparatus protein 1	11q13.4	protein_coding	67	2116	3.17	358	16405	2.18	2094	349	16.67	152	7.26	80	Cancer Gene Census
ENSG00000156650	KAT6B	lysine acetyltransferase 6B	10q22.2	protein_coding	67	2116	3.17	348	16405	2.12	2094	240	11.46	389	18.58	82	Cancer Gene Census
ENSG00000085276	MECOM	MDS1 and EVI1 complex locus	3q26.2	protein_coding	66	2116	3.12	443	16405	2.70	2094	533	25.45	141	6.73	74	Cancer Gene Census
ENSG00000113263	ITK	IL2 inducible T cell kinase	5q33.3	protein_coding	66	2116	3.12	238	16405	1.45	2094	312	14.90	307	14.66	76	Cancer Gene Census
ENSG00000130396	AFDN	afadin, adherens junction formation factor	6q27	protein_coding	66	2116	3.12	416	16405	2.54	2094	131	6.26	510	24.36	79	Cancer Gene Census
ENSG00000140464	PML	PML nuclear body scaffold	15q24.1	protein_coding	66	2116	3.12	261	16405	1.59	2094	157	7.50	384	18.34	74	Cancer Gene Census
ENSG00000164330	EBF1	EBF transcription factor 1	5q33.3	protein_coding	66	2116	3.12	267	16405	1.63	2094	322	15.38	299	14.28	70	Cancer Gene Census
ENSG00000103522	IL21R	interleukin 21 receptor	16p12.1	protein_coding	65	2116	3.07	239	16405	1.46	2094	354	16.91	154	7.35	68	Cancer Gene Census
ENSG00000110713	NUP98	nucleoporin 98 and 96 precursor	11p15.4	protein_coding	65	2116	3.07	327	16405	1.99	2094	165	7.88	292	13.94	74	Cancer Gene Census
ENSG00000116044	NFE2L2	nuclear factor, erythroid 2 like 2	2q31.2	protein_coding	65	2116	3.07	331	16405	2.02	2094	362	17.29	81	3.87	58	Cancer Gene Census
ENSG00000165409	TSHR	thyroid stimulating hormone receptor	14q31.1	protein_coding	65	2116	3.07	244	16405	1.49	2094	264	12.61	374	17.86	75	Cancer Gene Census
ENSG00000182578	CSF1R	colony stimulating factor 1 receptor	5q32	protein_coding	65	2116	3.07	246	16405	1.50	2094	305	14.57	317	15.14	69	Cancer Gene Census
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	protein_coding	65	2116	3.07	283	16405	1.73	2094	605	28.89	145	6.92	73	Cancer Gene Census
ENSG00000137812	KNL1	kinetochore scaffold 1	15q15.1	protein_coding	64	2116	3.02	332	16405	2.02	2094	103	4.92	507	24.21	77	Cancer Gene Census
ENSG00000140396	NCOA2	nuclear receptor coactivator 2	8q13.3	protein_coding	64	2116	3.02	304	16405	1.85	2094	597	28.51	123	5.87	71	Cancer Gene Census
ENSG00000143322	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1q25.2	protein_coding	64	2116	3.02	299	16405	1.82	2094	809	38.63	53	2.53	66	Cancer Gene Census
ENSG00000101096	NFATC2	nuclear factor of activated T cells 2	20q13.2	protein_coding	63	2116	2.98	326	16405	1.99	2094	570	27.22	101	4.82	69	Cancer Gene Census
ENSG00000108375	RNF43	ring finger protein 43	17q22	protein_coding	63	2116	2.98	402	16405	2.45	2094	444	21.20	133	6.35	53	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	63	2116	2.98	84	16405	0.51	2094	336	16.05	66	3.15	79	Cancer Gene Census
ENSG00000163520	FBLN2	fibulin 2	3p25.1	protein_coding	63	2116	2.98	281	16405	1.71	2094	115	5.49	646	30.85	67	Cancer Gene Census
ENSG00000078177	N4BP2	NEDD4 binding protein 2	4p14	protein_coding	62	2116	2.93	304	16405	1.85	2094	207	9.89	301	14.37	66	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	62	2116	2.93	288	16405	1.76	2094	250	11.94	312	14.90	49	Cancer Gene Census
ENSG00000122025	FLT3	fms related receptor tyrosine kinase 3	13q12.2	protein_coding	62	2116	2.93	440	16405	2.68	2094	169	8.07	509	24.31	73	Cancer Gene Census
ENSG00000186174	BCL9L	BCL9 like	11q23.3	protein_coding	62	2116	2.93	347	16405	2.12	2094	252	12.03	264	12.61	65	Cancer Gene Census
ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	22q11.23	protein_coding	62	2116	2.93	273	16405	1.66	2094	206	9.84	382	18.24	69	Cancer Gene Census
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	11q23.3	protein_coding	62	2116	2.93	305	16405	1.86	2094	248	11.84	285	13.61	76	Cancer Gene Census
ENSG00000105639	JAK3	Janus kinase 3	19p13.11	protein_coding	61	2116	2.88	280	16405	1.71	2094	188	8.98	391	18.67	73	Cancer Gene Census
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha	2p23.3	protein_coding	61	2116	2.88	336	16405	2.05	2094	364	17.38	94	4.49	72	Cancer Gene Census
ENSG00000113360	DROSHA	drosha ribonuclease III	5p13.3	protein_coding	60	2116	2.84	280	16405	1.71	2094	733	35.00	57	2.72	64	Cancer Gene Census
ENSG00000147130	ZMYM3	zinc finger MYM-type containing 3	Xq13.1	protein_coding	60	2116	2.84	322	16405	1.96	2094	0	0.00	0	0.00	69	Cancer Gene Census
ENSG00000204843	DCTN1	dynactin subunit 1	2p13.1	protein_coding	60	2116	2.84	275	16405	1.68	2094	371	17.72	69	3.30	69	Cancer Gene Census
ENSG00000091831	ESR1	estrogen receptor 1	6q25.1, 6q25.2	protein_coding	59	2116	2.79	226	16405	1.38	2094	138	6.59	499	23.83	57	Cancer Gene Census
ENSG00000109685	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	protein_coding	59	2116	2.79	387	16405	2.36	2094	190	9.07	336	16.05	73	Cancer Gene Census
ENSG00000150457	LATS2	large tumor suppressor kinase 2	13q12.11	protein_coding	59	2116	2.79	258	16405	1.57	2094	153	7.31	517	24.69	65	Cancer Gene Census
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	1q23.3	protein_coding	59	2116	2.79	267	16405	1.63	2094	831	39.68	45	2.15	66	Cancer Gene Census
ENSG00000010671	BTK	Bruton tyrosine kinase	Xq22.1	protein_coding	58	2116	2.74	241	16405	1.47	2094	0	0.00	0	0.00	71	Cancer Gene Census
ENSG00000100815	TRIP11	thyroid hormone receptor interactor 11	14q32.12	protein_coding	58	2116	2.74	315	16405	1.92	2094	274	13.09	367	17.53	70	Cancer Gene Census
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	58	2116	2.74	353	16405	2.15	2094	443	21.16	111	5.30	53	Cancer Gene Census
ENSG00000143379	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	1q21.3	protein_coding	58	2116	2.74	296	16405	1.80	2094	864	41.26	46	2.20	65	Cancer Gene Census
ENSG00000198400	NTRK1	neurotrophic receptor tyrosine kinase 1	1q23.1	protein_coding	58	2116	2.74	258	16405	1.57	2094	842	40.21	48	2.29	66	Cancer Gene Census
ENSG00000099949	LZTR1	leucine zipper like transcription regulator 1	22q11.21	protein_coding	57	2116	2.69	275	16405	1.68	2094	243	11.60	350	16.71	59	Cancer Gene Census
ENSG00000123473	STIL	STIL centriolar assembly protein	1p33	protein_coding	57	2116	2.69	247	16405	1.51	2094	224	10.70	236	11.27	65	Cancer Gene Census
ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit	15q26.1	protein_coding	57	2116	2.69	226	16405	1.38	2094	193	9.22	356	17.00	70	Cancer Gene Census
ENSG00000179399	GPC5	glypican 5	13q31.3	protein_coding	57	2116	2.69	337	16405	2.05	2094	247	11.80	399	19.05	65	Cancer Gene Census
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	57	2116	2.69	298	16405	1.82	2094	105	5.01	631	30.13	64	Cancer Gene Census
ENSG00000113594	LIFR	LIF receptor subunit alpha	5p13.1	protein_coding	56	2116	2.65	330	16405	2.01	2094	739	35.29	49	2.34	67	Cancer Gene Census
ENSG00000141367	CLTC	clathrin heavy chain	17q23.1	protein_coding	56	2116	2.65	301	16405	1.83	2094	475	22.68	119	5.68	60	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	56	2116	2.65	225	16405	1.37	2094	838	40.02	50	2.39	62	Cancer Gene Census
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	56	2116	2.65	271	16405	1.65	2094	131	6.26	328	15.66	61	Cancer Gene Census
ENSG00000073282	TP63	tumor protein p63	3q28	protein_coding	55	2116	2.60	401	16405	2.44	2094	480	22.92	198	9.46	60	Cancer Gene Census
ENSG00000073578	SDHA	succinate dehydrogenase complex flavoprotein subunit A	5p15.33	protein_coding	55	2116	2.60	191	16405	1.16	2094	761	36.34	85	4.06	54	Cancer Gene Census
ENSG00000084676	NCOA1	nuclear receptor coactivator 1	2p23.3	protein_coding	55	2116	2.60	286	16405	1.74	2094	369	17.62	92	4.39	61	Cancer Gene Census
ENSG00000095015	MAP3K1	mitogen-activated protein kinase kinase kinase 1	5q11.2	protein_coding	55	2116	2.60	384	16405	2.34	2094	266	12.70	322	15.38	59	Cancer Gene Census
ENSG00000107485	GATA3	GATA binding protein 3	10p14	protein_coding	55	2116	2.60	386	16405	2.35	2094	291	13.90	356	17.00	58	Cancer Gene Census
ENSG00000116062	MSH6	mutS homolog 6	2p16.3	protein_coding	55	2116	2.60	318	16405	1.94	2094	369	17.62	80	3.82	67	Cancer Gene Census
ENSG00000065361	ERBB3	erb-b2 receptor tyrosine kinase 3	12q13.2	protein_coding	54	2116	2.55	380	16405	2.32	2094	358	17.10	131	6.26	60	Cancer Gene Census
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	10p12.31	protein_coding	54	2116	2.55	237	16405	1.44	2094	305	14.57	338	16.14	61	Cancer Gene Census
ENSG00000119397	CNTRL	centriolin	9q33.2	protein_coding	54	2116	2.55	351	16405	2.14	2094	177	8.45	414	19.77	64	Cancer Gene Census
ENSG00000121989	ACVR2A	activin A receptor type 2A	2q22.3, 2q23.1	protein_coding	54	2116	2.55	375	16405	2.29	2094	330	15.76	88	4.20	31	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	54	2116	2.55	198	16405	1.21	2094	620	29.61	139	6.64	61	Cancer Gene Census
ENSG00000143970	ASXL2	ASXL transcriptional regulator 2	2p23.3	protein_coding	54	2116	2.55	343	16405	2.09	2094	368	17.57	98	4.68	58	Cancer Gene Census
ENSG00000151702	FLI1	Fli-1 proto-oncogene, ETS transcription factor	11q24.3	protein_coding	54	2116	2.55	199	16405	1.21	2094	274	13.09	277	13.23	56	Cancer Gene Census
ENSG00000173575	CHD2	chromodomain helicase DNA binding protein 2	15q26.1	protein_coding	54	2116	2.55	354	16405	2.16	2094	223	10.65	349	16.67	61	Cancer Gene Census
ENSG00000159216	RUNX1	RUNX family transcription factor 1	21q22.12	protein_coding	53	2116	2.50	269	16405	1.64	2094	222	10.60	361	17.24	56	Cancer Gene Census
ENSG00000167258	CDK12	cyclin dependent kinase 12	17q12	protein_coding	53	2116	2.50	371	16405	2.26	2094	437	20.87	115	5.49	57	Cancer Gene Census
ENSG00000138448	ITGAV	integrin subunit alpha V	2q32.1	protein_coding	52	2116	2.46	260	16405	1.58	2094	350	16.71	85	4.06	56	Cancer Gene Census
ENSG00000148737	TCF7L2	transcription factor 7 like 2	10q25.2, 10q25.3	protein_coding	52	2116	2.46	300	16405	1.83	2094	215	10.27	423	20.20	54	Cancer Gene Census
ENSG00000157404	KIT	KIT proto-oncogene, receptor tyrosine kinase	4q12	protein_coding	52	2116	2.46	336	16405	2.05	2094	245	11.70	238	11.37	59	Cancer Gene Census
ENSG00000165392	WRN	WRN RecQ like helicase	8p12	protein_coding	52	2116	2.46	263	16405	1.60	2094	188	8.98	595	28.41	53	Cancer Gene Census
ENSG00000187741	FANCA	FA complementation group A	16q24.3	protein_coding	52	2116	2.46	255	16405	1.55	2094	234	11.17	395	18.86	59	Cancer Gene Census
ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	19q13.33	protein_coding	51	2116	2.41	251	16405	1.53	2094	235	11.22	307	14.66	50	Cancer Gene Census
ENSG00000079112	CDH17	cadherin 17	8q22.1	protein_coding	51	2116	2.41	264	16405	1.61	2094	679	32.43	80	3.82	61	Cancer Gene Census
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	9q34.12	protein_coding	51	2116	2.41	260	16405	1.58	2094	165	7.88	431	20.58	51	Cancer Gene Census
ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2	13q12.11	protein_coding	51	2116	2.41	287	16405	1.75	2094	156	7.45	516	24.64	61	Cancer Gene Census
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	16p13.13	protein_coding	51	2116	2.41	319	16405	1.94	2094	380	18.15	153	7.31	52	Cancer Gene Census
ENSG00000036257	CUL3	cullin 3	2q36.2	protein_coding	50	2116	2.36	250	16405	1.52	2094	264	12.61	170	8.12	56	Cancer Gene Census
ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	1p36.13	protein_coding	50	2116	2.36	275	16405	1.68	2094	193	9.22	339	16.19	57	Cancer Gene Census
ENSG00000077782	FGFR1	fibroblast growth factor receptor 1	8p11.23	protein_coding	50	2116	2.36	232	16405	1.41	2094	367	17.53	418	19.96	55	Cancer Gene Census
ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	5q32	protein_coding	50	2116	2.36	264	16405	1.61	2094	309	14.76	317	15.14	51	Cancer Gene Census
ENSG00000131023	LATS1	large tumor suppressor kinase 1	6q25.1	protein_coding	50	2116	2.36	285	16405	1.74	2094	137	6.54	502	23.97	59	Cancer Gene Census
ENSG00000148584	A1CF	APOBEC1 complementation factor	10q11.23	protein_coding	50	2116	2.36	259	16405	1.58	2094	249	11.89	358	17.10	58	Cancer Gene Census
ENSG00000160867	FGFR4	fibroblast growth factor receptor 4	5q35.2	protein_coding	50	2116	2.36	234	16405	1.43	2094	357	17.05	293	13.99	57	Cancer Gene Census
ENSG00000215301	DDX3X	DEAD-box helicase 3 X-linked	Xp11.4	protein_coding	50	2116	2.36	305	16405	1.86	2094	0	0.00	0	0.00	51	Cancer Gene Census
ENSG00000114423	CBLB	Cbl proto-oncogene B	3q13.11	protein_coding	49	2116	2.32	270	16405	1.65	2094	331	15.81	249	11.89	53	Cancer Gene Census
ENSG00000114861	FOXP1	forkhead box P1	3p13	protein_coding	49	2116	2.32	280	16405	1.71	2094	122	5.83	591	28.22	52	Cancer Gene Census
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	4p15.2	protein_coding	49	2116	2.32	255	16405	1.55	2094	185	8.83	315	15.04	54	Cancer Gene Census
ENSG00000179094	PER1	period circadian regulator 1	17p13.1	protein_coding	49	2116	2.32	242	16405	1.48	2094	87	4.15	641	30.61	57	Cancer Gene Census
ENSG00000198561	CTNND1	catenin delta 1	11q12.1	protein_coding	49	2116	2.32	272	16405	1.66	2094	254	12.13	153	7.31	52	Cancer Gene Census
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	6q23.3	protein_coding	48	2116	2.27	240	16405	1.46	2094	152	7.26	475	22.68	55	Cancer Gene Census
ENSG00000096968	JAK2	Janus kinase 2	9p24.1	protein_coding	48	2116	2.27	291	16405	1.77	2094	179	8.55	655	31.28	53	Cancer Gene Census
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	8p11.21	protein_coding	48	2116	2.27	214	16405	1.30	2094	405	19.34	314	15.00	53	Cancer Gene Census
ENSG00000116128	BCL9	BCL9 transcription coactivator	1q21.2	protein_coding	48	2116	2.27	338	16405	2.06	2094	836	39.92	47	2.24	54	Cancer Gene Census
ENSG00000118007	STAG1	stromal antigen 1	3q22.3	protein_coding	48	2116	2.27	297	16405	1.81	2094	396	18.91	194	9.26	52	Cancer Gene Census
ENSG00000128487	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	17p11.2	protein_coding	48	2116	2.27	284	16405	1.73	2094	177	8.45	492	23.50	47	Cancer Gene Census
ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3	8p11.23	protein_coding	48	2116	2.27	296	16405	1.80	2094	366	17.48	420	20.06	51	Cancer Gene Census
ENSG00000079805	DNM2	dynamin 2	19p13.2	protein_coding	47	2116	2.22	286	16405	1.74	2094	156	7.45	445	21.25	52	Cancer Gene Census
ENSG00000083093	PALB2	partner and localizer of BRCA2	16p12.2	protein_coding	47	2116	2.22	233	16405	1.42	2094	347	16.57	167	7.98	51	Cancer Gene Census
ENSG00000103126	AXIN1	axin 1	16p13.3	protein_coding	47	2116	2.22	243	16405	1.48	2094	338	16.14	263	12.56	53	Cancer Gene Census
ENSG00000112175	BMP5	bone morphogenetic protein 5	6p12.1	protein_coding	47	2116	2.22	261	16405	1.59	2094	367	17.53	155	7.40	44	Cancer Gene Census
ENSG00000122512	PMS2	PMS1 homolog 2, mismatch repair system component	7p22.1	protein_coding	47	2116	2.22	222	16405	1.35	2094	779	37.20	76	3.63	51	Cancer Gene Census
ENSG00000122779	TRIM24	tripartite motif containing 24	7q33, 7q34	protein_coding	47	2116	2.22	235	16405	1.43	2094	613	29.27	146	6.97	55	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	47	2116	2.22	264	16405	1.61	2094	177	8.45	413	19.72	55	Cancer Gene Census
ENSG00000160957	RECQL4	RecQ like helicase 4	8q24.3	protein_coding	47	2116	2.22	200	16405	1.22	2094	686	32.76	125	5.97	47	Cancer Gene Census
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	3p24.1	protein_coding	47	2116	2.22	251	16405	1.53	2094	94	4.49	644	30.75	52	Cancer Gene Census
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	protein_coding	47	2116	2.22	215	16405	1.31	2094	251	11.99	357	17.05	52	Cancer Gene Census
ENSG00000196531	NACA	nascent polypeptide associated complex subunit alpha	12q13.3	protein_coding	47	2116	2.22	341	16405	2.08	2094	353	16.86	131	6.26	58	Cancer Gene Census
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	19q13.2	protein_coding	46	2116	2.17	167	16405	1.02	2094	338	16.14	226	10.79	51	Cancer Gene Census
ENSG00000135903	PAX3	paired box 3	2q36.1	protein_coding	46	2116	2.17	232	16405	1.41	2094	270	12.89	161	7.69	54	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	45	2116	2.13	201	16405	1.23	2094	191	9.12	344	16.43	47	Cancer Gene Census
ENSG00000049540	ELN	elastin	7q11.23	protein_coding	45	2116	2.13	238	16405	1.45	2094	640	30.56	115	5.49	52	Cancer Gene Census
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	protein_coding	45	2116	2.13	225	16405	1.37	2094	243	11.60	277	13.23	48	Cancer Gene Census
ENSG00000128513	POT1	protection of telomeres 1	7q31.33	protein_coding	45	2116	2.13	207	16405	1.26	2094	612	29.23	151	7.21	49	Cancer Gene Census
ENSG00000144554	FANCD2	FA complementation group D2	3p25.3	protein_coding	45	2116	2.13	272	16405	1.66	2094	121	5.78	633	30.23	55	Cancer Gene Census
ENSG00000162613	FUBP1	far upstream element binding protein 1	1p31.1	protein_coding	45	2116	2.13	227	16405	1.38	2094	191	9.12	308	14.71	43	Cancer Gene Census
ENSG00000182197	EXT1	exostosin glycosyltransferase 1	8q24.11	protein_coding	45	2116	2.13	215	16405	1.31	2094	742	35.43	63	3.01	51	Cancer Gene Census
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	14q13.1, 14q13.2	protein_coding	45	2116	2.13	270	16405	1.65	2094	444	21.20	272	12.99	48	Cancer Gene Census
ENSG00000275023	MLLT6	MLLT6, PHD finger containing	17q12	protein_coding	45	2116	2.13	212	16405	1.29	2094	420	20.06	119	5.68	52	Cancer Gene Census
ENSG00000048471	SNX29	sorting nexin 29	16p13.13, 16p13.12	protein_coding	44	2116	2.08	219	16405	1.33	2094	371	17.72	159	7.59	45	Cancer Gene Census
ENSG00000057657	PRDM1	PR/SET domain 1	6q21	protein_coding	44	2116	2.08	272	16405	1.66	2094	125	5.97	509	24.31	52	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	44	2116	2.08	162	16405	0.99	2094	163	7.78	432	20.63	47	Cancer Gene Census
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	protein_coding	44	2116	2.08	158	16405	0.96	2094	279	13.32	146	6.97	45	Cancer Gene Census
ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1	19p13.3	protein_coding	44	2116	2.08	277	16405	1.69	2094	122	5.83	495	23.64	47	Cancer Gene Census
ENSG00000168610	STAT3	signal transducer and activator of transcription 3	17q21.2	protein_coding	44	2116	2.08	214	16405	1.30	2094	411	19.63	127	6.06	44	Cancer Gene Census
ENSG00000064012	CASP8	caspase 8	2q33.1	protein_coding	43	2116	2.03	318	16405	1.94	2094	320	15.28	110	5.25	54	Cancer Gene Census
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3q27.2	protein_coding	43	2116	2.03	250	16405	1.52	2094	490	23.40	193	9.22	51	Cancer Gene Census
ENSG00000082805	ERC1	ELKS/RAB6-interacting/CAST family member 1	12p13.33	protein_coding	43	2116	2.03	228	16405	1.39	2094	387	18.48	201	9.60	48	Cancer Gene Census
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase	16q12.1	protein_coding	43	2116	2.03	241	16405	1.47	2094	279	13.32	258	12.32	52	Cancer Gene Census
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	16q24.3	protein_coding	43	2116	2.03	166	16405	1.01	2094	229	10.94	400	19.10	44	Cancer Gene Census
ENSG00000143924	EML4	EMAP like 4	2p21	protein_coding	43	2116	2.03	195	16405	1.19	2094	378	18.05	81	3.87	47	Cancer Gene Census
ENSG00000164754	RAD21	RAD21 cohesin complex component	8q24.11	protein_coding	43	2116	2.03	197	16405	1.20	2094	732	34.96	67	3.20	43	Cancer Gene Census
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	Xp11.22	protein_coding	42	2116	1.98	266	16405	1.62	2094	0	0.00	0	0.00	47	Cancer Gene Census
ENSG00000110844	PRPF40B	pre-mRNA processing factor 40 homolog B	12q13.12	protein_coding	42	2116	1.98	200	16405	1.22	2094	309	14.76	162	7.74	45	Cancer Gene Census
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	1p34.3	protein_coding	42	2116	1.98	242	16405	1.48	2094	239	11.41	227	10.84	44	Cancer Gene Census
ENSG00000124181	PLCG1	phospholipase C gamma 1	20q12	protein_coding	42	2116	1.98	253	16405	1.54	2094	527	25.17	118	5.64	45	Cancer Gene Census
ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1	12q24.31	protein_coding	42	2116	1.98	266	16405	1.62	2094	268	12.80	224	10.70	57	Cancer Gene Census
ENSG00000165699	TSC1	TSC complex subunit 1	9q34.13	protein_coding	42	2116	1.98	273	16405	1.66	2094	176	8.40	430	20.53	48	Cancer Gene Census
ENSG00000168646	AXIN2	axin 2	17q24.1	protein_coding	42	2116	1.98	248	16405	1.51	2094	467	22.30	109	5.21	50	Cancer Gene Census
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase	1p35.2	protein_coding	42	2116	1.98	167	16405	1.02	2094	219	10.46	262	12.51	43	Cancer Gene Census
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	3q22.3	protein_coding	41	2116	1.94	241	16405	1.47	2094	410	19.58	193	9.22	40	Cancer Gene Census
ENSG00000054118	THRAP3	thyroid hormone receptor associated protein 3	1p34.3	protein_coding	41	2116	1.94	230	16405	1.40	2094	239	11.41	229	10.94	46	Cancer Gene Census
ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	3q27.2	protein_coding	41	2116	1.94	184	16405	1.12	2094	486	23.21	189	9.03	45	Cancer Gene Census
ENSG00000076242	MLH1	mutL homolog 1	3p22.2	protein_coding	41	2116	1.94	200	16405	1.22	2094	92	4.39	650	31.04	42	Cancer Gene Census
ENSG00000095002	MSH2	mutS homolog 2	2p21, 2p16.3	protein_coding	41	2116	1.94	206	16405	1.26	2094	370	17.67	81	3.87	47	Cancer Gene Census
ENSG00000122406	RPL5	ribosomal protein L5	1p22.1	protein_coding	41	2116	1.94	158	16405	0.96	2094	182	8.69	366	17.48	42	Cancer Gene Census
ENSG00000125952	MAX	MYC associated factor X	14q23.3	protein_coding	41	2116	1.94	141	16405	0.86	2094	281	13.42	361	17.24	38	Cancer Gene Census
ENSG00000126777	KTN1	kinectin 1	14q22.3	protein_coding	41	2116	1.94	212	16405	1.29	2094	322	15.38	318	15.19	58	Cancer Gene Census
ENSG00000127946	HIP1	huntingtin interacting protein 1	7q11.23	protein_coding	41	2116	1.94	227	16405	1.38	2094	632	30.18	116	5.54	48	Cancer Gene Census
ENSG00000130844	ZNF331	zinc finger protein 331	19q13.42	protein_coding	41	2116	1.94	207	16405	1.26	2094	259	12.37	316	15.09	42	Cancer Gene Census
ENSG00000160789	LMNA	lamin A/C	1q22	protein_coding	41	2116	1.94	156	16405	0.95	2094	861	41.12	46	2.20	45	Cancer Gene Census
ENSG00000171723	GPHN	gephyrin	14q23.3	protein_coding	41	2116	1.94	213	16405	1.30	2094	268	12.80	367	17.53	46	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	41	2116	1.94	198	16405	1.21	2094	474	22.64	203	9.69	34	Cancer Gene Census
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	6q23.2	protein_coding	40	2116	1.89	213	16405	1.30	2094	146	6.97	477	22.78	43	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	40	2116	1.89	167	16405	1.02	2094	789	37.68	60	2.87	30	Cancer Gene Census
ENSG00000134371	CDC73	cell division cycle 73	1q31.2	protein_coding	40	2116	1.89	183	16405	1.12	2094	805	38.44	58	2.77	41	Cancer Gene Census
