gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	11q23.3	protein_coding	16	490	3.27	305	16477	1.85	496	96	19.35	115	23.19	18	Cancer Gene Census
ENSG00000197535	MYO5A	myosin VA	15q21.2	protein_coding	16	490	3.27	365	16477	2.22	496	98	19.76	102	20.56	17	Cancer Gene Census
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	6q23.3	protein_coding	15	490	3.06	241	16477	1.46	496	104	20.97	91	18.35	15	Cancer Gene Census
ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	1p36.13	protein_coding	15	490	3.06	276	16477	1.68	496	53	10.69	146	29.44	15	Cancer Gene Census
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase	16q12.1	protein_coding	15	490	3.06	241	16477	1.46	496	103	20.77	131	26.41	15	Cancer Gene Census
ENSG00000095015	MAP3K1	mitogen-activated protein kinase kinase kinase 1	5q11.2	protein_coding	15	490	3.06	384	16477	2.33	496	20	4.03	270	54.44	16	Cancer Gene Census
ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5	14q12	protein_coding	15	490	3.06	360	16477	2.18	496	128	25.81	110	22.18	15	Cancer Gene Census
ENSG00000110713	NUP98	nucleoporin 98 and 96 precursor	11p15.4	protein_coding	15	490	3.06	327	16477	1.98	496	61	12.30	169	34.07	16	Cancer Gene Census
ENSG00000111642	CHD4	chromodomain helicase DNA binding protein 4	12p13.31	protein_coding	15	490	3.06	554	16477	3.36	496	225	45.36	22	4.44	16	Cancer Gene Census
ENSG00000112175	BMP5	bone morphogenetic protein 5	6p12.1	protein_coding	15	490	3.06	262	16477	1.59	496	148	29.84	53	10.69	16	Cancer Gene Census
ENSG00000123473	STIL	STIL centriolar assembly protein	1p33	protein_coding	15	490	3.06	247	16477	1.50	496	73	14.72	109	21.98	15	Cancer Gene Census
ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1	19p13.3	protein_coding	15	490	3.06	277	16477	1.68	496	78	15.73	162	32.66	15	Cancer Gene Census
ENSG00000146648	EGFR	epidermal growth factor receptor	7p11.2	protein_coding	15	490	3.06	655	16477	3.98	496	219	44.15	27	5.44	15	Cancer Gene Census
ENSG00000152894	PTPRK	protein tyrosine phosphatase receptor type K	6q22.33	protein_coding	15	490	3.06	420	16477	2.55	496	103	20.77	92	18.55	15	Cancer Gene Census
ENSG00000156650	KAT6B	lysine acetyltransferase 6B	10q22.2	protein_coding	15	490	3.06	348	16477	2.11	496	79	15.93	141	28.43	15	Cancer Gene Census
ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	3p21.1	protein_coding	15	490	3.06	510	16477	3.10	496	4	0.81	331	66.73	15	Cancer Gene Census
ENSG00000182162	P2RY8	P2Y receptor family member 8	Xp22.33	protein_coding	15	490	3.06	230	16477	1.40	496	0	0.00	0	0.00	15	Cancer Gene Census
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	15	490	3.06	298	16477	1.81	496	25	5.04	287	57.86	15	Cancer Gene Census
ENSG00000196531	NACA	nascent polypeptide associated complex subunit alpha	12q13.3	protein_coding	15	490	3.06	341	16477	2.07	496	152	30.65	33	6.65	16	Cancer Gene Census
ENSG00000198286	CARD11	caspase recruitment domain family member 11	7p22.2	protein_coding	15	490	3.06	482	16477	2.93	496	207	41.73	39	7.86	17	Cancer Gene Census
ENSG00000048471	SNX29	sorting nexin 29	16p13.13, 16p13.12	protein_coding	14	490	2.86	220	16477	1.34	496	93	18.75	103	20.77	14	Cancer Gene Census
ENSG00000064933	PMS1	PMS1 homolog 1, mismatch repair system component	2q32.2	protein_coding	14	490	2.86	183	16477	1.11	496	165	33.27	43	8.67	14	Cancer Gene Census
ENSG00000072364	AFF4	AF4/FMR2 family member 4	5q31.1	protein_coding	14	490	2.86	241	16477	1.46	496	10	2.02	275	55.44	15	Cancer Gene Census
ENSG00000073282	TP63	tumor protein p63	3q28	protein_coding	14	490	2.86	402	16477	2.44	496	425	85.69	5	1.01	14	Cancer Gene Census
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3q27.2	protein_coding	14	490	2.86	250	16477	1.52	496	431	86.90	2	0.40	14	Cancer Gene Census
ENSG00000091831	ESR1	estrogen receptor 1	6q25.1, 6q25.2	protein_coding	14	490	2.86	227	16477	1.38	496	98	19.76	92	18.55	16	Cancer Gene Census
ENSG00000101096	NFATC2	nuclear factor of activated T cells 2	20q13.2	protein_coding	14	490	2.86	326	16477	1.98	496	209	42.14	30	6.05	14	Cancer Gene Census
ENSG00000101972	STAG2	stromal antigen 2	Xq25	protein_coding	14	490	2.86	398	16477	2.42	496	0	0.00	0	0.00	15	Cancer Gene Census
ENSG00000103197	TSC2	TSC complex subunit 2	16p13.3	protein_coding	14	490	2.86	387	16477	2.35	496	66	13.31	164	33.06	14	Cancer Gene Census
ENSG00000107485	GATA3	GATA binding protein 3	10p14	protein_coding	14	490	2.86	386	16477	2.34	496	94	18.95	146	29.44	14	Cancer Gene Census
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	protein_coding	14	490	2.86	225	16477	1.37	496	97	19.56	111	22.38	14	Cancer Gene Census
ENSG00000113594	LIFR	LIF receptor subunit alpha	5p13.1	protein_coding	14	490	2.86	330	16477	2.00	496	351	70.77	16	3.23	14	Cancer Gene Census
ENSG00000115524	SF3B1	splicing factor 3b subunit 1	2q33.1	protein_coding	14	490	2.86	366	16477	2.22	496	154	31.05	49	9.88	15	Cancer Gene Census
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	1p34.3	protein_coding	14	490	2.86	242	16477	1.47	496	60	12.10	113	22.78	15	Cancer Gene Census
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha	2p23.3	protein_coding	14	490	2.86	336	16477	2.04	496	223	44.96	16	3.23	14	Cancer Gene Census
ENSG00000126012	KDM5C	lysine demethylase 5C	Xp11.22	protein_coding	14	490	2.86	386	16477	2.34	496	0	0.00	0	0.00	14	Cancer Gene Census
ENSG00000129204	USP6	ubiquitin specific peptidase 6	17p13.2	protein_coding	14	490	2.86	346	16477	2.10	496	46	9.27	236	47.58	15	Cancer Gene Census
ENSG00000137497	NUMA1	nuclear mitotic apparatus protein 1	11q13.4	protein_coding	14	490	2.86	358	16477	2.17	496	138	27.82	69	13.91	14	Cancer Gene Census
ENSG00000139263	LRIG3	leucine rich repeats and immunoglobulin like domains 3	12q14.1	protein_coding	14	490	2.86	246	16477	1.49	496	161	32.46	31	6.25	14	Cancer Gene Census
ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase	7q34	protein_coding	14	490	2.86	963	16477	5.84	496	182	36.69	58	11.69	15	Cancer Gene Census
ENSG00000163939	PBRM1	polybromo 1	3p21.1	protein_coding	14	490	2.86	579	16477	3.51	496	3	0.60	331	66.73	15	Cancer Gene Census
ENSG00000183337	BCOR	BCL6 corepressor	Xp11.4	protein_coding	14	490	2.86	492	16477	2.99	496	0	0.00	0	0.00	14	Cancer Gene Census
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	protein_coding	14	490	2.86	283	16477	1.72	496	176	35.48	62	12.50	15	Cancer Gene Census
ENSG00000198561	CTNND1	catenin delta 1	11q12.1	protein_coding	14	490	2.86	273	16477	1.66	496	126	25.40	54	10.89	15	Cancer Gene Census
ENSG00000082805	ERC1	ELKS/RAB6-interacting/CAST family member 1	12p13.33	protein_coding	13	490	2.65	229	16477	1.39	496	224	45.16	28	5.65	14	Cancer Gene Census
ENSG00000083093	PALB2	partner and localizer of BRCA2	16p12.2	protein_coding	13	490	2.65	234	16477	1.42	496	95	19.15	95	19.15	13	Cancer Gene Census
ENSG00000107929	LARP4B	La ribonucleoprotein 4B	10p15.3	protein_coding	13	490	2.65	268	16477	1.63	496	85	17.14	158	31.85	13	Cancer Gene Census
ENSG00000126883	NUP214	nucleoporin 214	9q34.13	protein_coding	13	490	2.65	360	16477	2.18	496	90	18.15	160	32.26	13	Cancer Gene Census
ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1	12q24.31	protein_coding	13	490	2.65	266	16477	1.61	496	109	21.98	56	11.29	13	Cancer Gene Census
ENSG00000130844	ZNF331	zinc finger protein 331	19q13.42	protein_coding	13	490	2.65	208	16477	1.26	496	155	31.25	74	14.92	13	Cancer Gene Census
ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	3q27.3, 3q28	protein_coding	13	490	2.65	210	16477	1.27	496	425	85.69	5	1.01	15	Cancer Gene Census
ENSG00000145675	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5q13.1	protein_coding	13	490	2.65	574	16477	3.48	496	12	2.42	285	57.46	13	Cancer Gene Census
ENSG00000151702	FLI1	Fli-1 proto-oncogene, ETS transcription factor	11q24.3	protein_coding	13	490	2.65	200	16477	1.21	496	89	17.94	121	24.40	14	Cancer Gene Census
ENSG00000157168	NRG1	neuregulin 1	8p12	protein_coding	13	490	2.65	448	16477	2.72	496	73	14.72	224	45.16	13	Cancer Gene Census
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	3p24.1	protein_coding	13	490	2.65	252	16477	1.53	496	16	3.23	305	61.49	14	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	13	490	2.65	109	16477	0.66	496	184	37.10	69	13.91	12	Cancer Gene Census
ENSG00000176571	CNBD1	cyclic nucleotide binding domain containing 1	8q21.3	protein_coding	13	490	2.65	245	16477	1.49	496	239	48.19	22	4.44	14	Cancer Gene Census
ENSG00000179094	PER1	period circadian regulator 1	17p13.1	protein_coding	13	490	2.65	242	16477	1.47	496	49	9.88	232	46.77	14	Cancer Gene Census
ENSG00000185630	PBX1	PBX homeobox 1	1q23.3	protein_coding	13	490	2.65	184	16477	1.12	496	248	50.00	13	2.62	13	Cancer Gene Census
ENSG00000196588	MRTFA	myocardin related transcription factor A	22q13.1, 22q13.2	protein_coding	13	490	2.65	203	16477	1.23	496	182	36.69	72	14.52	15	Cancer Gene Census
ENSG00000007237	GAS7	growth arrest specific 7	17p13.1	protein_coding	12	490	2.45	163	16477	0.99	496	46	9.27	238	47.98	12	Cancer Gene Census
ENSG00000064012	CASP8	caspase 8	2q33.1	protein_coding	12	490	2.45	319	16477	1.94	496	142	28.63	63	12.70	12	Cancer Gene Census
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	4p16.3	protein_coding	12	490	2.45	271	16477	1.64	496	52	10.48	230	46.37	10	Cancer Gene Census
ENSG00000070371	CLTCL1	clathrin heavy chain like 1	22q11.21	protein_coding	12	490	2.45	315	16477	1.91	496	214	43.15	56	11.29	13	Cancer Gene Census
ENSG00000078177	N4BP2	NEDD4 binding protein 2	4p14	protein_coding	12	490	2.45	304	16477	1.84	496	53	10.69	224	45.16	12	Cancer Gene Census
ENSG00000079112	CDH17	cadherin 17	8q22.1	protein_coding	12	490	2.45	264	16477	1.60	496	252	50.81	20	4.03	12	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	12	490	2.45	288	16477	1.75	496	151	30.44	74	14.92	12	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	12	490	2.45	221	16477	1.34	496	107	21.57	57	11.49	12	Cancer Gene Census
ENSG00000138376	BARD1	BRCA1 associated RING domain 1	2q35	protein_coding	12	490	2.45	194	16477	1.18	496	90	18.15	112	22.58	12	Cancer Gene Census
ENSG00000141367	CLTC	clathrin heavy chain	17q23.1	protein_coding	12	490	2.45	301	16477	1.83	496	181	36.49	49	9.88	12	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	12	490	2.45	127	16477	0.77	496	165	33.27	39	7.86	13	Cancer Gene Census
ENSG00000165238	WNK2	WNK lysine deficient protein kinase 2	9q22.31	protein_coding	12	490	2.45	463	16477	2.81	496	92	18.55	140	28.23	12	Cancer Gene Census
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	12	490	2.45	292	16477	1.77	496	202	40.73	61	12.30	13	Cancer Gene Census
ENSG00000185811	IKZF1	IKAROS family zinc finger 1	7p12.2	protein_coding	12	490	2.45	338	16477	2.05	496	191	38.51	41	8.27	12	Cancer Gene Census
ENSG00000203734	ECT2L	epithelial cell transforming 2 like	6q24.1	protein_coding	12	490	2.45	192	16477	1.17	496	103	20.77	88	17.74	12	Cancer Gene Census
ENSG00000204843	DCTN1	dynactin subunit 1	2p13.1	protein_coding	12	490	2.45	275	16477	1.67	496	229	46.17	5	1.01	12	Cancer Gene Census
ENSG00000087460	GNAS	GNAS complex locus	20q13.32	protein_coding	11	490	2.24	367	16477	2.23	496	195	39.31	45	9.07	11	Cancer Gene Census
ENSG00000090659	CD209	CD209 molecule	19p13.2	protein_coding	11	490	2.24	132	16477	0.80	496	88	17.74	150	30.24	11	Cancer Gene Census
ENSG00000105639	JAK3	Janus kinase 3	19p13.11	protein_coding	11	490	2.24	280	16477	1.70	496	126	25.40	109	21.98	12	Cancer Gene Census
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7q36.1	protein_coding	11	490	2.24	222	16477	1.35	496	169	34.07	60	12.10	13	Cancer Gene Census
ENSG00000106483	SFRP4	secreted frizzled related protein 4	7p14.1	protein_coding	11	490	2.24	152	16477	0.92	496	193	38.91	43	8.67	12	Cancer Gene Census
ENSG00000115808	STRN	striatin	2p22.2	protein_coding	11	490	2.24	159	16477	0.96	496	220	44.35	15	3.02	11	Cancer Gene Census
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	6q23.3	protein_coding	11	490	2.24	178	16477	1.08	496	102	20.56	88	17.74	11	Cancer Gene Census
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	6q23.2	protein_coding	11	490	2.24	213	16477	1.29	496	108	21.77	90	18.15	11	Cancer Gene Census
ENSG00000122779	TRIM24	tripartite motif containing 24	7q33, 7q34	protein_coding	11	490	2.24	236	16477	1.43	496	181	36.49	59	11.90	11	Cancer Gene Census
ENSG00000135605	TEC	transient erythroblastopenia of childhood	4p12, 4p11	protein_coding	11	490	2.24	146	16477	0.89	496	85	17.14	175	35.28	11	Cancer Gene Census
ENSG00000138081	FBXO11	F-box protein 11	2p16.3	protein_coding	11	490	2.24	172	16477	1.04	496	237	47.78	10	2.02	11	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	11	490	2.24	264	16477	1.60	496	117	23.59	123	24.80	11	Cancer Gene Census
ENSG00000143379	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	1q21.3	protein_coding	11	490	2.24	296	16477	1.80	496	252	50.81	15	3.02	11	Cancer Gene Census
ENSG00000147257	GPC3	glypican 3	Xq26.2	protein_coding	11	490	2.24	158	16477	0.96	496	0	0.00	0	0.00	11	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	11	490	2.24	114	16477	0.69	496	40	8.06	240	48.39	11	Cancer Gene Census
ENSG00000162775	RBM15	RNA binding motif protein 15	1p13.3	protein_coding	11	490	2.24	220	16477	1.34	496	47	9.48	160	32.26	11	Cancer Gene Census
ENSG00000165392	WRN	WRN RecQ like helicase	8p12	protein_coding	11	490	2.24	263	16477	1.60	496	60	12.10	243	48.99	11	Cancer Gene Census
ENSG00000165409	TSHR	thyroid stimulating hormone receptor	14q31.1	protein_coding	11	490	2.24	244	16477	1.48	496	123	24.80	121	24.40	11	Cancer Gene Census
ENSG00000171723	GPHN	gephyrin	14q23.3	protein_coding	11	490	2.24	213	16477	1.29	496	106	21.37	140	28.23	12	Cancer Gene Census
ENSG00000173575	CHD2	chromodomain helicase DNA binding protein 2	15q26.1	protein_coding	11	490	2.24	355	16477	2.15	496	163	32.86	61	12.30	11	Cancer Gene Census
ENSG00000182578	CSF1R	colony stimulating factor 1 receptor	5q32	protein_coding	11	490	2.24	247	16477	1.50	496	20	4.03	266	53.63	11	Cancer Gene Census
ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	22q11.23	protein_coding	11	490	2.24	273	16477	1.66	496	209	42.14	62	12.50	12	Cancer Gene Census
ENSG00000197299	BLM	BLM RecQ like helicase	15q26.1	protein_coding	11	490	2.24	261	16477	1.58	496	159	32.06	62	12.50	12	Cancer Gene Census
ENSG00000215301	DDX3X	DEAD-box helicase 3 X-linked	Xp11.4	protein_coding	11	490	2.24	305	16477	1.85	496	0	0.00	0	0.00	11	Cancer Gene Census
ENSG00000065361	ERBB3	erb-b2 receptor tyrosine kinase 3	12q13.2	protein_coding	10	490	2.04	380	16477	2.31	496	151	30.44	35	7.06	10	Cancer Gene Census
ENSG00000091483	FH	fumarate hydratase	1q43	protein_coding	10	490	2.04	129	16477	0.78	496	248	50.00	22	4.44	10	Cancer Gene Census
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	9q34.12	protein_coding	10	490	2.04	260	16477	1.58	496	90	18.15	158	31.85	10	Cancer Gene Census
ENSG00000103126	AXIN1	axin 1	16p13.3	protein_coding	10	490	2.04	243	16477	1.47	496	70	14.11	173	34.88	11	Cancer Gene Census
ENSG00000110395	CBL	Cbl proto-oncogene	11q23.3	protein_coding	10	490	2.04	206	16477	1.25	496	94	18.95	117	23.59	11	Cancer Gene Census
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1	11p15.4	protein_coding	10	490	2.04	186	16477	1.13	496	58	11.69	172	34.68	10	Cancer Gene Census
ENSG00000113916	BCL6	BCL6 transcription repressor	3q27.3	protein_coding	10	490	2.04	219	16477	1.33	496	425	85.69	4	0.81	11	Cancer Gene Census
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	2q22.1	protein_coding	10	490	2.04	134	16477	0.81	496	147	29.64	42	8.47	10	Cancer Gene Census
ENSG00000126777	KTN1	kinectin 1	14q22.3	protein_coding	10	490	2.04	213	16477	1.29	496	106	21.37	122	24.60	10	Cancer Gene Census
ENSG00000138448	ITGAV	integrin subunit alpha V	2q32.1	protein_coding	10	490	2.04	261	16477	1.58	496	166	33.47	41	8.27	10	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	10	490	2.04	233	16477	1.41	496	218	43.95	32	6.45	10	Cancer Gene Census
ENSG00000145216	FIP1L1	factor interacting with PAPOLA and CPSF1	4q12	protein_coding	10	490	2.04	152	16477	0.92	496	132	26.61	125	25.20	10	Cancer Gene Census
ENSG00000147403	RPL10	ribosomal protein L10	Xq28	protein_coding	10	490	2.04	127	16477	0.77	496	0	0.00	0	0.00	11	Cancer Gene Census
ENSG00000154803	FLCN	folliculin	17p11.2	protein_coding	10	490	2.04	166	16477	1.01	496	46	9.27	227	45.77	10	Cancer Gene Census
ENSG00000165699	TSC1	TSC complex subunit 1	9q34.13	protein_coding	10	490	2.04	273	16477	1.66	496	88	17.74	164	33.06	10	Cancer Gene Census
ENSG00000177565	TBL1XR1	TBL1X receptor 1	3q26.32	protein_coding	10	490	2.04	194	16477	1.18	496	429	86.49	1	0.20	11	Cancer Gene Census
ENSG00000179295	PTPN11	protein tyrosine phosphatase non-receptor type 11	12q24.13	protein_coding	10	490	2.04	339	16477	2.06	496	113	22.78	49	9.88	10	Cancer Gene Census
ENSG00000197013	ZNF429	zinc finger protein 429	19p12	protein_coding	10	490	2.04	199	16477	1.21	496	173	34.88	83	16.73	10	Cancer Gene Census
ENSG00000197323	TRIM33	tripartite motif containing 33	1p13.2	protein_coding	10	490	2.04	212	16477	1.29	496	49	9.88	160	32.26	10	Cancer Gene Census
ENSG00000198053	SIRPA	signal regulatory protein alpha	20p13	protein_coding	10	490	2.04	144	16477	0.87	496	218	43.95	38	7.66	11	Cancer Gene Census
ENSG00000204713	TRIM27	tripartite motif containing 27	6p22.1	protein_coding	10	490	2.04	135	16477	0.82	496	110	22.18	86	17.34	10	Cancer Gene Census
ENSG00000286522	H3C2	H3 clustered histone 2	6p22.2	protein_coding	10	490	2.04	137	16477	0.83	496	116	23.39	88	17.74	9	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	9	490	1.84	201	16477	1.22	496	53	10.69	148	29.84	9	Cancer Gene Census
ENSG00000015285	WAS	WASP actin nucleation promoting factor	Xp11.23	protein_coding	9	490	1.84	150	16477	0.91	496	0	0.00	0	0.00	9	Cancer Gene Census
ENSG00000049540	ELN	elastin	7q11.23	protein_coding	9	490	1.84	238	16477	1.44	496	185	37.30	35	7.06	9	Cancer Gene Census
ENSG00000054118	THRAP3	thyroid hormone receptor associated protein 3	1p34.3	protein_coding	9	490	1.84	230	16477	1.40	496	61	12.30	112	22.58	9	Cancer Gene Census
ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	19q13.33	protein_coding	9	490	1.84	251	16477	1.52	496	141	28.43	80	16.13	8	Cancer Gene Census
ENSG00000066455	GOLGA5	golgin A5	14q32.12	protein_coding	9	490	1.84	145	16477	0.88	496	131	26.41	115	23.19	9	Cancer Gene Census
ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	3q27.2	protein_coding	9	490	1.84	184	16477	1.12	496	428	86.29	3	0.60	9	Cancer Gene Census
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein	11q14.2	protein_coding	9	490	1.84	142	16477	0.86	496	113	22.78	87	17.54	9	Cancer Gene Census
ENSG00000079805	DNM2	dynamin 2	19p13.2	protein_coding	9	490	1.84	286	16477	1.74	496	93	18.75	135	27.22	10	Cancer Gene Census
ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	20p11.23	protein_coding	9	490	1.84	200	16477	1.21	496	224	45.16	35	7.06	9	Cancer Gene Census
ENSG00000103522	IL21R	interleukin 21 receptor	16p12.1	protein_coding	9	490	1.84	240	16477	1.46	496	107	21.57	83	16.73	9	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	9	490	1.84	317	16477	1.92	496	52	10.48	245	49.40	9	Cancer Gene Census
ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	7q31.2	protein_coding	9	490	1.84	350	16477	2.12	496	181	36.49	49	9.88	9	Cancer Gene Census
ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	5q32	protein_coding	9	490	1.84	264	16477	1.60	496	21	4.23	265	53.43	10	Cancer Gene Census
ENSG00000116062	MSH6	mutS homolog 6	2p16.3	protein_coding	9	490	1.84	318	16477	1.93	496	237	47.78	10	2.02	9	Cancer Gene Census
ENSG00000116128	BCL9	BCL9 transcription coactivator	1q21.2	protein_coding	9	490	1.84	340	16477	2.06	496	246	49.60	17	3.43	9	Cancer Gene Census
ENSG00000118007	STAG1	stromal antigen 1	3q22.3	protein_coding	9	490	1.84	297	16477	1.80	496	344	69.35	13	2.62	9	Cancer Gene Census
ENSG00000121289	CEP89	centrosomal protein 89	19q13.11	protein_coding	9	490	1.84	178	16477	1.08	496	196	39.52	53	10.69	9	Cancer Gene Census
ENSG00000128513	POT1	protection of telomeres 1	7q31.33	protein_coding	9	490	1.84	208	16477	1.26	496	181	36.49	60	12.10	9	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	9	490	1.84	198	16477	1.20	496	176	35.48	60	12.10	9	Cancer Gene Census
ENSG00000133703	KRAS	KRAS proto-oncogene, GTPase	12p12.1	protein_coding	9	490	1.84	1762	16477	10.69	496	228	45.97	20	4.03	9	Cancer Gene Census
ENSG00000134371	CDC73	cell division cycle 73	1q31.2	protein_coding	9	490	1.84	183	16477	1.11	496	242	48.79	21	4.23	9	Cancer Gene Census
ENSG00000141646	SMAD4	SMAD family member 4	18q21.2	protein_coding	9	490	1.84	386	16477	2.34	496	84	16.94	150	30.24	9	Cancer Gene Census
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	9	490	1.84	354	16477	2.15	496	147	29.64	76	15.32	9	Cancer Gene Census
ENSG00000147065	MSN	moesin	Xq12	protein_coding	9	490	1.84	177	16477	1.07	496	0	0.00	0	0.00	9	Cancer Gene Census
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	4p15.2	protein_coding	9	490	1.84	256	16477	1.55	496	43	8.67	232	46.77	9	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	9	490	1.84	109	16477	0.66	496	73	14.72	109	21.98	8	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	9	490	1.84	100	16477	0.61	496	32	6.45	238	47.98	10	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	9	490	1.84	178	16477	1.08	496	85	17.14	114	22.98	8	Cancer Gene Census
ENSG00000170759	KIF5B	kinesin family member 5B	10p11.22	protein_coding	9	490	1.84	181	16477	1.10	496	104	20.97	119	23.99	9	Cancer Gene Census
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	9	490	1.84	271	16477	1.64	496	53	10.69	182	36.69	9	Cancer Gene Census
ENSG00000180644	PRF1	perforin 1	10q22.1	protein_coding	9	490	1.84	171	16477	1.04	496	76	15.32	139	28.02	9	Cancer Gene Census
ENSG00000183742	MACC1	MET transcriptional regulator MACC1	7p21.1	protein_coding	9	490	1.84	234	16477	1.42	496	211	42.54	38	7.66	10	Cancer Gene Census
ENSG00000185920	PTCH1	patched 1	9q22.32	protein_coding	9	490	1.84	386	16477	2.34	496	91	18.35	138	27.82	11	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	9	490	1.84	251	16477	1.52	496	111	22.38	197	39.72	9	Cancer Gene Census
ENSG00000204209	DAXX	death domain associated protein	6p21.32	protein_coding	9	490	1.84	179	16477	1.09	496	103	20.77	98	19.76	14	Cancer Gene Census
ENSG00000205755	CRLF2	cytokine receptor like factor 2	Xp22.33	protein_coding	9	490	1.84	103	16477	0.63	496	0	0.00	0	0.00	9	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	9	490	1.84	160	16477	0.97	496	428	86.29	3	0.60	9	Cancer Gene Census
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	11q22.2	protein_coding	8	490	1.63	151	16477	0.92	496	109	21.98	99	19.96	9	Cancer Gene Census
ENSG00000039068	CDH1	cadherin 1	16q22.1	protein_coding	8	490	1.63	405	16477	2.46	496	98	19.76	119	23.99	8	Cancer Gene Census
ENSG00000076242	MLH1	mutL homolog 1	3p22.2	protein_coding	8	490	1.63	200	16477	1.21	496	16	3.23	306	61.69	10	Cancer Gene Census
ENSG00000088038	CNOT3	CCR4-NOT transcription complex subunit 3	19q13.42	protein_coding	8	490	1.63	220	16477	1.34	496	156	31.45	72	14.52	8	Cancer Gene Census
ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22q12.2	protein_coding	8	490	1.63	159	16477	0.96	496	204	41.13	56	11.29	8	Cancer Gene Census
